"time","units","value"
"2021/6/2 23:06",9,0.688255226666667
"2021/6/2 23:12",9,0.687761641666667
"2021/6/2 23:18",9,0.65902157
"2021/6/2 23:24",9,0.652044426666667
"2021/6/2 23:30",9,0.643739285
"2021/6/2 23:36",9,0.627975551666667
"2021/6/2 23:42",9,0.641680001666667
"2021/6/2 23:48",9,0.631107565
"2021/6/2 23:54",9,0.657102248333333
"2021/6/3 0:00",9,0.783445243333333
"2021/6/3 0:06",9,0.849474718333333
"2021/6/3 0:12",9,0.87934858
"2021/6/3 0:18",9,0.872775511666667
"2021/6/3 0:24",9,0.868283965
"2021/6/3 0:30",9,0.884241323333333
"2021/6/3 0:36",9,0.882790641666667
"2021/6/3 0:42",9,0.901669676666667
"2021/6/3 0:48",9,0.885796626666667
"2021/6/3 0:54",9,0.866062906666667
"2021/6/3 1:00",9,0.87283075
"2021/6/3 1:06",9,0.850163695
"2021/6/3 1:12",9,0.847009855
"2021/6/3 1:18",9,0.833458831666667
"2021/6/3 1:24",9,0.811626533333333
"2021/6/3 1:30",9,0.796805898333333
"2021/6/3 1:36",9,0.798936866666667
"2021/6/3 1:42",9,0.811670168333333
"2021/6/3 1:48",9,0.804814578333333
"2021/6/3 1:54",9,0.786031555
"2021/6/3 2:00",9,0.779962858333333
"2021/6/3 2:06",9,0.740892698333333
"2021/6/3 2:12",9,0.748567593333333
"2021/6/3 2:18",9,0.770551445
"2021/6/3 2:24",9,0.752296496666667
"2021/6/3 2:30",9,0.761781543333333
"2021/6/3 2:36",9,0.744235943333333
"2021/6/3 2:42",9,0.721095025
"2021/6/3 2:48",9,0.73399115
"2021/6/3 2:54",9,0.730281638333333
"2021/6/3 3:00",9,0.727684555
"2021/6/3 3:06",9,0.686011558333333
"2021/6/3 3:12",9,0.682538483333333
"2021/6/3 3:18",9,0.687152588333333
"2021/6/3 3:24",9,0.685851161666667
"2021/6/3 3:30",9,0.674955501666667
"2021/6/3 3:36",9,0.6691833
"2021/6/3 3:42",9,0.69439661
"2021/6/3 3:48",9,0.679597308333333
"2021/6/3 3:54",9,0.680965786666667
"2021/6/3 4:00",9,0.688023291666667
"2021/6/3 4:06",9,0.68408265
"2021/6/3 4:12",9,0.678684075
"2021/6/3 4:18",9,0.683185798333333
"2021/6/3 4:24",9,0.696698226666667
"2021/6/3 4:30",9,0.719722841666667
"2021/6/3 4:36",9,0.69679512
"2021/6/3 4:42",9,0.706211531666667
"2021/6/3 4:48",9,0.710973175
"2021/6/3 4:54",9,0.724659195
"2021/6/3 5:00",9,0.739636826666667
"2021/6/3 5:06",9,0.726442725
"2021/6/3 5:12",9,0.78545689
"2021/6/3 5:18",9,0.826744691666667
"2021/6/3 5:24",9,0.827392008333333
"2021/6/3 5:30",9,0.844730243333333
"2021/6/3 5:36",9,0.851032966666667
"2021/6/3 5:42",9,0.86868517
"2021/6/3 5:48",9,0.859155518333333
"2021/6/3 5:54",9,0.804663928333333
"2021/6/3 6:00",9,0.844625583333333
"2021/6/3 6:06",9,0.91097835
"2021/6/3 6:12",9,0.896227496666667
"2021/6/3 6:18",9,0.876982171666667
"2021/6/3 6:24",9,0.872394663333333
"2021/6/3 6:30",9,0.908280543333333
"2021/6/3 6:36",9,0.949269673333333
"2021/6/3 6:42",9,0.922678393333333
"2021/6/3 6:48",9,0.969877196666667
"2021/6/3 6:54",9,0.916339141666667
"2021/6/3 7:00",9,0.969051575
"2021/6/3 7:06",9,0.908309603333333
"2021/6/3 7:12",9,0.944521055
"2021/6/3 7:18",9,0.942398836666667
"2021/6/3 7:24",9,0.969346165
"2021/6/3 7:30",9,0.95984949
"2021/6/3 7:36",9,0.946265348333333
"2021/6/3 7:42",9,0.929962043333333
"2021/6/3 7:48",9,0.964853661666667
"2021/6/3 7:54",9,0.912329613333333
"2021/6/3 8:00",9,0.908144468333333
"2021/6/3 8:06",9,0.888820068333333
"2021/6/3 8:12",9,0.899966075
"2021/6/3 8:18",9,0.904350055
"2021/6/3 8:24",9,0.906152491666667
"2021/6/3 8:30",9,0.892109033333333
"2021/6/3 8:36",9,0.873321091666667
"2021/6/3 8:42",9,0.859040066666667
"2021/6/3 8:48",9,0.79517998
"2021/6/3 8:54",9,0.834121465
"2021/6/3 9:00",9,0.836192538333333
"2021/6/3 9:06",9,0.819196171666667
"2021/6/3 9:12",9,0.832488811666667
"2021/6/3 9:18",9,0.807803633333333
"2021/6/3 9:24",9,0.759678721666667
"2021/6/3 9:30",9,0.753593075
"2021/6/3 9:36",9,0.736030023333333
"2021/6/3 9:42",9,0.702338111666667
"2021/6/3 9:48",9,0.692732873333333
"2021/6/3 9:54",9,0.73003741
"2021/6/3 10:00",9,0.673534068333333
"2021/6/3 10:06",9,0.623560183333333
"2021/6/3 10:12",9,0.635979521666667
"2021/6/3 10:18",9,0.64462537
"2021/6/3 10:24",9,0.631002465
"2021/6/3 10:30",9,0.605326525
"2021/6/3 10:36",9,0.594358825
"2021/6/3 10:42",9,0.559465281666667
"2021/6/3 10:48",9,0.61802413
"2021/6/3 10:54",9,0.571371856666667
"2021/6/3 11:00",9,0.586079283333333
"2021/6/3 11:06",9,0.55201135
"2021/6/3 11:12",9,0.572981591666667
"2021/6/3 11:18",9,0.591633876666667
"2021/6/3 11:24",9,0.570586098333333
"2021/6/3 11:30",9,0.566915326666667
"2021/6/3 11:36",9,0.527971161666667
"2021/6/3 11:42",9,0.536971708333333
"2021/6/3 11:48",9,0.560694035
"2021/6/3 11:54",9,0.554848715
"2021/6/3 12:00",9,0.585052081666667
"2021/6/3 12:06",9,0.521559935
"2021/6/3 12:12",9,0.520170326666667
"2021/6/3 12:18",9,0.541566933333333
"2021/6/3 12:24",9,0.540002901666667
"2021/6/3 12:30",9,0.537078305
"2021/6/3 12:36",9,0.52173727
"2021/6/3 12:42",9,0.515748536666667
"2021/6/3 12:48",9,0.511350036666667
"2021/6/3 12:54",9,0.475545618333333
"2021/6/3 13:00",9,0.46213783
"2021/6/3 13:06",9,0.465114746666667
"2021/6/3 13:12",9,0.468742885
"2021/6/3 13:18",9,0.46683578
"2021/6/3 13:24",9,0.508683221666667
"2021/6/3 13:30",9,0.505964056666667
"2021/6/3 13:36",9,0.495854953333333
"2021/6/3 13:42",9,0.522827448333333
"2021/6/3 13:48",9,0.48903477
"2021/6/3 13:54",9,0.514889008333333
"2021/6/3 14:00",9,0.522079358333333
"2021/6/3 14:06",9,0.495378176666667
"2021/6/3 14:12",9,0.502576275
"2021/6/3 14:18",9,0.501756448333333
